,技能名稱,預設,主手裝備,副手裝備,身體裝備,效果編號,效果類別名稱,屬性名稱,屬性值,屬性追加,消耗MP,射程,類型,連擊,動作時間,詠唱/蓄力時間,屬性值-英文,屬性值-日文,屬性值-簡中
2,強化祝福,預設,法杖,,,1,passive,caption,使祝福的恢復量增加((${40+2*SLv}+Matk×${Math.floor((SLv+2)/4)+Math.floor(SLv/10)}%+INT×5%))。<br />使祝福的持續時間增加${Math.floor((SLv+1)/2)*5}秒。<br />使祝福的恢復次數增加${Math.floor((SLv+1)/2)}次。,,,,被動,,,,,,使祝福的恢复量增加((${40+2*SLv}+Matk×${Math.floor((SLv+2)/4)+Math.floor(SLv/10)}%+INT×5%))。 <br />使祝福的持续时间增加${Math.floor((SLv+1)/2)*5}秒。 <br />使祝福的恢复次数增加${Math.floor((SLv+1)/2)}次。
,,,,,,,,skill,祝福,,,,,,,,,,祝福
,,,,,,-,list,text,此處顯示之加成量為祝福的技能等級10時的數據。,,,,,,,,,,此处显示之加成量为祝福的技能等级10时的数据。
,,,,,,,,skill,祝福,,,,,,,,,,祝福
,,,,,,2,list,text,祝福技能等級不為10時，增加的回復次數${-1}；回復量的部分，常數項降低30，MATK加成降低![1%]、且INT的加成部分不生效。,,,,,,,,,,祝福技能等级不为10时，增加的回复次数${-1}；回复量的部分，常数项降低30，MATK加成降低![1%]、且INT的加成部分不生效。
,,,,,,,,skill,祝福,,,,,,,,,,祝福
2,,非預設,,,,1,,caption,使祝福的恢復量增加((${40+2*SLv}+Matk×${Math.floor((SLv+2)/4)}%))。<br />使祝福的持續時間增加${Math.floor((SLv+1)/2)*5}秒。<br />使祝福的恢復次數增加${Math.floor((SLv+1)/2)}次。,,,,,,,,,,使祝福的恢复量增加((${40+2*SLv}+Matk×${Math.floor((SLv+2)/4)}%))。 <br />使祝福的持续时间增加${Math.floor((SLv+1)/2)*5}秒。 <br />使祝福的恢复次数增加${Math.floor((SLv+1)/2)}次。
,,,,,,2,list,text,祝福技能等級不為10時，增加的回復次數${-1}；回復量的部分，常數項降低30。,,,,,,,,,,祝福技能等级不为10时，增加的回复次数${-1}；回复量的部分，常数项降低30。
3,高貴治癒,預設,,,,-,text,text,恢復一次自己與${7+0.3*SLv}米內，所有己方的HP。,,400 ,,須詠唱,無法放入連擊,稍慢,3,,,恢复一次自己与${7+0.3*SLv}米内，所有己方的HP。
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,-,heal,type,hp,,,,,,,,,,
,,,,,,,,target,party,,,,,,,,,,party
,,,,,,,,constant,500*SLv,,,,,,,,,,
,,,,,,,,extra_text,目標的最大HP,,,,,,,,,,目标的最大HP
,,,,,,,,extra_value,0.1+0.02*SLv,,,,,,,,,,
,,,,,,,,radius,7+0.3*SLv,,,,,,,,,,
,,,,,,,,radius.registlet,RLv,,,,,,,,,,
,,,,,,,,action_frame,171~97,,,,,,,,,,
,,,,,,-,list,text,與治癒術、癒合不同，無法縮短復活剩餘時間。,,,,,,,,,,与治愈术、愈合不同，无法缩短复活剩余时间。
,,,,,,,,skill,"癒合, 治癒術",,,,,,,,,,"愈合, 治愈术"
4,聖拳之裁,預設,法杖,,,-,text,text,對目標造成一次複合傷害，該傷害分為物理部分與魔法部分，兩部分傷害會相加。,,100 ,1 ,瞬發,可以放入連擊,稍快,,,,对目标造成一次复合伤害，该伤害分为物理部分与魔法部分，两部分伤害会相加。
,,,,,,,,branch,"物理部分, 魔法部分",,,,,,,,,,"物理部分, 魔法部分"
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,,,,
,,,,,,1,damage,name,物理部分,,,,,,,,,,物理部分
,,,,,,,,constant,50+5*SLv,,,,,,,,,,
,,,,,,,,multiplier,50+5*SLv,,,,,,,,,,
,,,,,,,,element,light,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,,,,
,,,,,,-,space,,,,,,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,,,,
,,,,,,,,proration,none,,,,,,,,,,
,,,,,,3,damage,name,魔法部分,,,,,,,,,,魔法部分
,,,,,,,,constant,50+5*SLv,,,,,,,,,,
,,,,,,,,multiplier,100+10*SLv+$INT*1,,,,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,,,,
,,,,,,,,element,light,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,-,list,text,本技能造成一次物理慣性、技能屬性為光。,,,,,,,,,,本技能造成一次物理惯性、技能属性为光。
,,,,,,-,list,text,物理部分使用物理暴擊、物理穩定、DEF、物理抗性...等等，且會被閃躲、MISS；魔法部分則使用魔法暴擊、魔法穩定、MDEF、魔法抗性等，必定命中。,,,,,,,,,,物理部分使用物理暴击、物理稳定、DEF、物理抗性...等等，且会被闪躲、MISS；魔法部分则使用魔法暴击、魔法稳定、MDEF、魔法抗性等，必定命中。
,,,,,,-,list,text,兩部分傷害獨立判定後再相加，為最終傷害。,,,,,,,,,,两部分伤害独立判定后再相加，为最终伤害。
,,,,,,,,,,,,,,,,,,,
4,,非預設,拳套,,,1,damage,multiplier,100+10*SLv+$STR*1,,,,,,,,,,
,,,,,,3,damage,multiplier,50+5*SLv,,,,,,,,,,
4,,非預設,,,,1,damage,multiplier,50+5*SLv,,,,,,,,,,
,,,,,,3,damage,multiplier,50+5*SLv,,,,,,,,,,
4,,歷史紀錄,0,2019/06/24,,1,,multiplier,15+2.5*SLv,,,,,,,,,,
,,,,,,3,,multiplier,60+10*SLv,,,,,,,,,,
4,,歷史紀錄,1,2019/06/24,,1,,multiplier,60+10*SLv,,,,,,,,,,
,,,,,,3,,multiplier,15+2.5*SLv,,,,,,,,,,
4,,歷史紀錄,2,2019/06/24,,1,,multiplier,30+5*SLv,,,,,,,,,,
,,,,,,3,,multiplier,30+5*SLv,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
5,神聖光輝,預設,法杖,,,-,text,text,射出一道聖光攻擊敵人，聖光命中同時會回復自身HP。,,200 ,12 ,須詠唱,可以放入連擊,稍快,2,,,射出一道圣光攻击敌人，圣光命中同时会回复自身HP。
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,-,proration,damage,magic,,,,,,,,,,
,,,,,,1,damage,constant,200,,,,,,,,,,
,,,,,,,,multiplier,200+15*SLv+$BINT*2,,,,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,,,,
,,,,,,,,element,light,,,,,,,,,,
,,,,,,,,name,聖光,,,,,,,,,,圣光
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,action_frame,171~97,,,,,,,,,,
,,,,,,2,extra,magic_pierce,SLv,,,,,,,,,,
,,,,,,-,heal,type,hp,,,,,,,,,,
,,,,,,,,extra_text,自身最大HP,,,,,,,,,,自身最大HP
,,,,,,,,extra_value,0.25,,,,,,,,,,
,,,,,,3,list,text,HP恢復上限為${100*SLv}。,,,,,,,,,,HP恢复上限为${100*SLv}。
,,,,,,,,,,,,,,,,,,,
,,,,,,-,damage,name,(托環效果)法術/終結 第一段傷害,,,,,,,,,,
,,,,,,,,constant,SLv*300,,,,,,,,,,
,,,,,,,,multiplier,3750+$BINT,,,,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,,,,
,,,,,,,,type,AOE,,,,,,,,,,
,,,,,,,,radius,0.5,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,element,light,,,,,,,,,,
,,,,,,,,invisible,1,,,,,,,,,,
,,,,,,,,action_frame,~178,,,,,,,,,,
,,,,,,-,damage,name,(托環效果)法術/終結 第二段傷害,,,,,,,,,,
,,,,,,,,constant,SLv*30,,,,,,,,,,
,,,,,,,,multiplier,2000,,,,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,,,,
,,,,,,,,type,AOE,,,,,,,,,,
,,,,,,,,radius,4,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,element,light,,,,,,,,,,
,,,,,,,,invisible,1,,,,,,,,,,
,,,,,,-,damage,name,(托環效果)法術/終結 第三段傷害,,,,,,,,,,
,,,,,,,,constant,SLv*3,,,,,,,,,,
,,,,,,,,multiplier,1000,,,,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,,,,
,,,,,,,,radius,10,,,,,,,,,,
,,,,,,,,type,AOE,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,element,light,,,,,,,,,,
,,,,,,,,invisible,1,,,,,,,,,,
5,,非預設,魔導具,魔導具,,1,damage,multiplier,100+15*SLv,,,,,,,,,,
,,,,,,2,extra,magic_pierce,SLv+30,,,,,,,,,,
,,,,,,3,list,text,HP恢復上限為${100*SLv+$BINT*10}。,,,,,,,,,,HP恢复上限为${100*SLv+$BINT*10}。
5,,非預設,,,,1,damage,multiplier,100+15*SLv,,,,,,,,,,
5,,歷史紀錄,0,2019/06/24,,1,,multiplier,200+15*SLv+$BINT,,,,,,,,,,
5,,歷史紀錄,1,2019/06/24,,3,,text,HP恢復上限為${100*SLv}。,,,,,,,,,,HP恢复上限为${100*SLv}。
,,,,,,1,,multiplier,100+15*SLv+$BINT*1,,,,,,,,,,
5,,歷史紀錄,2,2019/06/24,,1,,multiplier,100+15*SLv+$BINT*1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
6,空靈障壁,預設,,,,-,effect,caption,增加對#[膽怯]的抗性${50+SLv*5}%。,,300 ,,須蓄力,可以放入連擊,快,4,,,增加对#[胆怯]的抗性${50+SLv*5}%。
,,,,,,,,duration,5,,,,,,,,,,
,,,,,,,,type,party,,,,,,,,,,
,,,,,,,,action_frame,110~66,,,,,,,,,,
,,,,,,-,extra,condition,副作用,,,,,,,,,,副作用
,,,,,,,,matk,-8+Math.floor(0.3*SLv),%,,,,,,,,,
,,,,,,-,list,text,#[膽怯]分為通常膽怯與詠唱膽怯，此效果增加的對膽怯抗性可對兩者同時生效，但在通常膽怯的部分將無視異常抗性的計算。,,,,,,,,,,#[胆怯]分为通常胆怯与咏唱胆怯，此效果增加的对胆怯抗性可对两者同时生效，但在通常胆怯的部分将无视异常抗性的计算。
,,,,,,,,mark,"通常膽怯, 詠唱膽怯, 對膽怯抗性",,,,,,,,,,"通常胆怯, 咏唱胆怯, 对胆怯抗性"
7,祈禱,預設/and,法杖,盾牌,,1,effect,matk,SLv,%,500 ,,須詠唱,可以放入連擊,稍慢,1,,,
,,,,,,,,duration,65+SLv,,,,,,,,,,
,,,,,,,,type,party,,,,,,,,,,
,,,,,,,,action_frame,171~97,,,,,,,,,,
,,,,,,2,extra,condition,獲得狀態時,,,,,,,,,,获得状态时
,,,,,,,,caption,有100%機率解除#[衰弱]狀態。,,,,,,,,,,有100%机率解除#[衰弱]状态。
,,,,,,,,,,,,,,,,,,,
7,,非預設,法杖,,,2,,caption,有75%機率解除#[衰弱]狀態。,,,,,,,,,,有75%机率解除#[衰弱]状态。
7,,非預設,魔導具,魔導具,,1,,matk,5+SLv,%,,,,,,,,,
,,,,,,,,duration,15+SLv,,,,,,,,,,
,,,,,,2,,caption,有75%機率解除#[衰弱]狀態。,,,,,,,,,,有75%机率解除#[衰弱]状态。
7,,非預設,,盾牌,,1,,duration,15+SLv,,,,,,,,,,
7,,非預設,,,,1,,duration,15+SLv,,,,,,,,,,
,,,,,,2,,caption,有75%機率解除#[衰弱]狀態。,,,,,,,,,,有75%机率解除#[衰弱]状态。
8,杖擊,預設/and,法杖,盾牌,,-,proration,damage,physical,,100 ,7 ,瞬發,可以放入連擊,稍快,,,,
,,,,,,1,damage,constant,100,,,,,,,,,,
,,,,,,,,multiplier,190+SLv+$STR*1,,,,,,,,,,
,,,,,,,,ailment_name,膽怯,,,,,,,,,,胆怯
,,,,,,,,ailment_chance,"Math.min(100,50+5*SLv)",,,,,,,,,,
,,,,,,,,element,neutral,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,,,,
,,,,,,-,extra,physical_pierce,25+$BSTR*0.1,,,,,,,,,,
8,,非預設,法杖,,,1,,ailment_chance,"Math.min(100,25+5*SLv)",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
9,驅魔,預設,法杖,盾牌,,-,proration,damage,magic,,200 ,-,瞬發,可以放入連擊,稍慢,,,,
,,,,,,-,damage,name,驅魔,,,,,,,,,,驱魔
,,,,,,,,constant,10*SLv,,,,,,,,,,
,,,,,,,,multiplier,SLv*20+45,,,,,,,,,,
,,,,,,,,element,light,,,,,,,,,,
,,,,,,,,type,AOE,,,,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,,,,
,,,,,,,,radius,4,,,,,,,,,,
,,,,,,,,end_position,self,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,action_frame,122~66,,,,,,,,,,
,,,,,,-,next,caption,#[MP消耗減半]。,,,,,,,,,,#[MP消耗减半]。
,,,,,,-,text,text,目標為暗屬性時，造成傷害獲得強化。,,,,,,,,,,目标为暗属性时，造成伤害获得强化。
,,,,,,-,damage,name,驅魔（對暗屬性敵人）,,,,,,,,,,驱魔（对暗属性敌人）
,,,,,,,,constant,100+10*SLv,,,,,,,,,,
,,,,,,,,multiplier,395+SLv*25,,,,,,,,,,
,,,,,,,,element,light,,,,,,,,,,
,,,,,,,,type,AOE,,,,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,,,,
,,,,,,,,radius,4,,,,,,,,,,
,,,,,,,,end_position,self,,,,,,,,,,
,,,,,,,,range_damage,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,-,extra,condition,目標為暗屬性時,,,,,,,,,,目标为暗属性时
,,,,,,,,ailment_name,眩暈、閃光、畏懼其中之一,,,,,,,,,,眩晕、闪光、畏惧其中之一
,,,,,,,,ailment_chance,33,,,,,,,,,,
,,,,,,-,list,text,復仇女神的審判狀態有效時，此技能對所有屬性均可獲得如同暗屬性目標的傷害強化，並使技能附帶#[雙重屬性](魔導具)。,,,,,,,,,,复仇女神的审判状态有效时，此技能对所有属性均可获得如同暗属性目标的伤害强化，并使技能附带#[双重属性](魔导具)。
,,,,,,,,mark,"審判, 暗屬性",,,,,,,,,,"审判, 暗属性"
,,,,,,,,skill,復仇女神,,,,,,,,,,复仇女神
,,,,,,-,reference,url,https://www.youtube.com/watch?v=PTWXgrNxsoA,,,,,,,,,,
,,,,,,,,url_text,對暗屬性目標的傷害公式測試,,,,,,,,,,对暗属性目标的伤害公式测试
10,神聖之書,預設/and,法杖,盾牌,,-,text,text,給予自身10分鐘的聖書效果，在魔法技能結束後自動對鎖定目標發動一次神聖光輝技能，但目標為光屬性時不會造成追加傷害。,,100 ,,瞬發,可以放入連擊,快,,,,给予自身10分钟的圣书效果，在魔法技能结束后自动对锁定目标发动一次神圣光辉技能，但目标为光属性时不会造成追加伤害。
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,skill,神聖光輝,,,,,,,,,,神圣光辉
,,,,,,,,branch,聖書,,,,,,,,,,圣书
,,,,,,-,effect,name,聖書,,,,,,,,,,圣书
,,,,,,,,dark_resistance,5,,,,,,,,,,
,,,,,,,,duration,600,,,,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,,,,
,,,,,,2,extra,caption,在魔法技能命中後，有${50+5*SLv}%機率對目標追加神聖光輝，冷卻時間為${20-SLv}秒。,,,,,,,,,,在魔法技能命中后，有${50+5*SLv}%机率对目标追加神圣光辉，冷却时间为${20-SLv}秒。
,,,,,,,,skill,神聖光輝,,,,,,,,,,神圣光辉
,,,,,,,,condition,對光屬性以外目標,,,,,,,,,,对光属性以外目标
,,,,,,1,extra,skill,神聖光輝,,,,,,,,,,神圣光辉
,,,,,,-,extra,condition,持有復仇女神的審判狀態時,,,,,,,,,,持有复仇女神的审判状态时
,,,,,,,,caption,神聖光輝亦可追擊光屬性目標，並使其傷害附帶#[雙重屬性](魔導具)。,,,,,,,,,,神圣光辉亦可追击光属性目标，并使其伤害附带#[双重属性](魔导具)。
,,,,,,,,mark,"審判, 光屬性, 神聖光輝",,,,,,,,,,"审判, 光属性, 神圣光辉"
,,,,,,,,skill,復仇女神,,,,,,,,,,复仇女神
,,,,,,-,list,text,對於多段式傷害的技能，每下傷害皆有機率觸發效果。,,,,,,,,,,对于多段式伤害的技能，每下伤害皆有机率触发效果。
,,,,,,-,list,text,自動發動的神聖光輝無須詠唱與動作時間、無須消費MP，會直接造成傷害，傷害依隨神聖光輝的技能等級。,,,,,,,,,,自动发动的神圣光辉无须咏唱与动作时间、无须消费MP，会直接造成伤害，伤害依随神圣光辉的技能等级。
,,,,,,,,skill,神聖光輝,,,,,,,,,,神圣光辉
,,,,,,-,list,text,自動發動的神聖光輝會正常造成慣性。,,,,,,,,,,自动发动的神圣光辉会正常造成惯性。
,,,,,,,,skill,神聖光輝,,,,,,,,,,神圣光辉
,,,,,,3,,,,,,,,,,,,,
,,,,,,-,list,text,技能說明中「光屬性對象也會有魔法傷害」為翻譯失誤，原文為「並非所有魔法傷害皆可觸發神聖光輝」。,,,,,,,,,,技能说明中「光属性对象也会有魔法伤害」为翻译失误，原文为「并非所有魔法伤害皆可触发神圣光辉」。
,,,,,,-,list,text,承上，已確認魔法、魔劍、巫師、祭司技能樹，與忍術中的魔法技能，皆可觸發此技能效果。,,,,,,,,,,承上，已确认魔法、魔剑、巫师、祭司技能树，与忍术中的魔法技能，皆可触发此技能效果。
,,,,,,-,tips,text,發動機率與冷卻時間皆為估測值，可能有所誤差。,,,,,,,,,,发动机率与冷却时间皆为估测值，可能有所误差。
10,,非預設/and,單手劍,盾牌,,1,,condition,裝備單手劍時,,,,,,,,,,装备单手剑时
,,,,,,,,caption,追加的神聖光輝的技能威力，視同使用法杖施展。,,,,,,,,,,追加的神圣光辉的技能威力，视同使用法杖施展。
10,,非預設/and,拳套,盾牌,,,,,,,,,,,,,,,
10,,非預設/and,法杖,魔導具,,2,,caption,在魔法技能命中後，有${25+2.5*SLv}%機率對目標追加神聖光輝，冷卻時間為${10-SLv/2}秒。,,,,,,,,,,在魔法技能命中后，有${25+2.5*SLv}%机率对目标追加神圣光辉，冷却时间为${10-SLv/2}秒。
10,,非預設/and,單手劍,魔導具,,2,,caption,在魔法技能命中後，有${25+2.5*SLv}%機率對目標追加神聖光輝，冷卻時間為${10-SLv/2}秒。,,,,,,,,,,在魔法技能命中后，有${25+2.5*SLv}%机率对目标追加神圣光辉，冷却时间为${10-SLv/2}秒。
,,,,,,1,,condition,裝備單手劍時,,,,,,,,,,装备单手剑时
,,,,,,,,caption,追加的神聖光輝的技能威力，視同使用法杖施展。,,,,,,,,,,追加的神圣光辉的技能威力，视同使用法杖施展。
10,,非預設/and,拳套,魔導具,,2,,caption,在魔法技能命中後，有${25+2.5*SLv}%機率對目標追加神聖光輝，冷卻時間為${10-SLv/2}秒。,,,,,,,,,,在魔法技能命中后，有${25+2.5*SLv}%机率对目标追加神圣光辉，冷却时间为${10-SLv/2}秒。
10,,非預設,法杖,,,2,,caption,在魔法技能命中後，有${25+2.5*SLv}%機率對目標追加神聖光輝，冷卻時間為${20-SLv}秒。,,,,,,,,,,在魔法技能命中后，有${25+2.5*SLv}%机率对目标追加神圣光辉，冷却时间为${20-SLv}秒。
10,,非預設,拳套,拳套,,2,,caption,在魔法技能命中後，有${25+2.5*SLv}%機率對目標追加神聖光輝，冷卻時間為${20-SLv}秒。,,,,,,,,,,在魔法技能命中后，有${25+2.5*SLv}%机率对目标追加神圣光辉，冷却时间为${20-SLv}秒。
10,,非預設,單手劍,,,2,,caption,在魔法技能命中後，有${25+2.5*SLv}%機率對目標追加神聖光輝，冷卻時間為${20-SLv}秒。,,,,,,,,,,在魔法技能命中后，有${25+2.5*SLv}%机率对目标追加神圣光辉，冷却时间为${20-SLv}秒。
,,,,,,1,,condition,裝備單手劍時,,,,,,,,,,装备单手剑时
,,,,,,,,caption,追加的神聖光輝的技能威力，視同使用法杖施展。,,,,,,,,,,追加的神圣光辉的技能威力，视同使用法杖施展。
10,,歷史紀錄,0,2022/02/24,,3,list,text,聖書狀態持續期間，無法重複施展此技能。,,,,,,,,,,圣书状态持续期间，无法重复施展此技能。
,,,,,,,,mark,聖書,,,,,,,,,,圣书
11,復仇女神,預設/and,法杖,盾牌,,-,text,text,對目標發動神罰。若傷害並未miss且自身未持有審判狀態，給予自身審判；若自身持有審判狀態，消耗狀態並在目標位置留下神罰領域，造成持續傷害，傷害次數隨審判層數提升。,,200 ,8 ,瞬發,可以放入連擊,快,,,,对目标发动神罚。若伤害并未miss且自身未持有审判状态，给予自身审判；若自身持有审判状态，消耗状态并在目标位置留下神罚领域，造成持续伤害，伤害次数随审判层数提升。
,,,,,,,,is_mark,1,,,,,,,,,,
,,,,,,,,branch,"審判, 神罰領域, 神罰",,,,,,,,,,"审判, 神罚领域, 神罚"
,,,,,,,,mark,審判層數,,,,,,,,,,审判层数
,,,,,,-,tips,text,僅在傷害被Miss時無法獲得審判狀態，被閃躲時不會影響。,,,,,,,,,,仅在伤害被Miss时无法获得审判状态，被闪躲时不会影响。
,,,,,,1,effect,name,審判,,,,,,,,,,审判
,,,,,,,,duration,20*SLv,,,,,,,,,,
,,,,,,,,condition,自身未持有審判狀態時,,,,,,,,,,自身未持有审判状态时
,,,,,,,,end_condition,再次使用本技能前,,,,,,,,,,再次使用本技能前
,,,,,,,,caption,自身對受審判對象造成傷害、或被其傷害時，狀態層數+1，最大為20層。,,,,,,,,,,自身对受审判对象造成伤害、或被其伤害时，状态层数+1，最大为20层。
,,,,,,-,extra,caption,令驅魔與神聖之書的效果中，所有限制屬性的部分改為不限屬性，並使其追加雙重屬性(魔導具)效果。,,,,,,,,,,令驱魔与神圣之书的效果中，所有限制属性的部分改为不限属性，并使其追加双重属性(魔导具)效果。
,,,,,,,,skill,"驅魔, 神聖之書",,,,,,,,,,"驱魔, 神圣之书"
,,,,,,2,extra,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,-,stack,name,審判層數,,,,,,,,,,审判层数
,,,,,,,,id,1,,,,,,,,,,
,,,,,,,,min,1,,,,,,,,,,
,,,,,,,,max,20,,,,,,,,,,
,,,,,,,,default,20,,,,,,,,,,
,,,,,,-,proration,damage,physical,,,,,,,,,,
,,,,,,3,damage,name,神罰,,,,,,,,,,神罚
,,,,,,,,constant,60*SLv,,,,,,,,,,
,,,,,,,,multiplier.display,1000+$STR,,,,,,,,,,
,,,,,,,,multiplier,1000+Math.floor($STR/5)*5,,,,,,,,,,
,,,,,,,,element,light,,,,,,,,,,
,,,,,,,,range_damage,0,,,,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,,,,
,,,,,,-,extra,caption,技能屬性追加#[雙重屬性](魔導具),,,,,,,,,,技能属性追加#[双重属性](魔导具)
,,,,,,,,condition,持有審判狀態時,,,,,,,,,,持有审判状态时
,,,,,,,,dual_element,magic_device,,,,,,,,,,
,,,,,,4,extra,,,,,,,,,,,,
,,,,,,-,tips,text,照STR提升倍率的部分，需先將總STR除以5捨去小數後，再乘以5，亦即每5點STR增加5倍率。,,,,,,,,,,照STR提升倍率的部分，需先将总STR除以5舍去小数后，再乘以5，亦即每5点STR增加5倍率。
,,,,,,-,proration,damage,magic,,,,,,,,,,
,,,,,,,,proration,magic,,,,,,,,,,
,,,,,,5,damage,name,神罰領域,,,,,,,,,,神罚领域
,,,,,,,,constant,30*SLv,,,,,,,,,,
,,,,,,,,multiplier,500+$INT/2,,,,,,,,,,
,,,,,,,,type,AOE,,,,,,,,,,
,,,,,,,,damage_type,magic,,,,,,,,,,
,,,,,,,,radius,2,,,,,,,,,,
,,,,,,,,end_position,target,,,,,,,,,,
,,,,,,,,title,each,,,,,,,,,,
,,,,,,,,frequency,stack,,,,,,,,,,
,,,,,,,,stack_id,1,,,,,,,,,,
,,,,,,,,judgment,separate,,,,,,,,,,
,,,,,,,,element,light,,,,,,,,,,
,,,,,,,,range_damage,0,,,,,,,,,,
,,,,,,,,is_place,1,,,,,,,,,,
,,,,,,,,duration,Math.floor(stack/2+1),,,,,,,,,,
,,,,,,,,cycle,0.5,,,,,,,,,,
,,,,,,,,dual_element,magic_device,,,,,,,,,,
,,,,,,,,action_frame,61~37,,,,,,,,,,
,,,,,,6,extra,condition,副手為魔導具時,,,,,,,,,,副手为魔导具时
,,,,,,,,caption,領域半徑+2.5m。,,,,,,,,,,领域半径+2.5m。
,,,,,,-,list,text,僅有發動審判時鎖定的目標才可進行疊層，更換目標後將不計數。,,,,,,,,,,仅有发动审判时锁定的目标才可进行叠层，更换目标后将不计数。
,,,,,,,,mark,"審判, 多段式傷害",,,,,,,,,,"审判, 多段式伤害"
,,,,,,-,tips,text,審判所鎖定的目標，與角色間會有線連接作為標示。,,,,,,,,,,审判所锁定的目标，与角色间会有线连接作为标示。
,,,,,,,,mark,審判,,,,,,,,,,审判
,,,,,,-,list,text,物理/魔法追擊也會提高審判層數、對於多段式傷害的技能（諸如法術/飛箭、分身射手、猛力追擊等），審判層數僅計算一次。,,,,,,,,,,物理/魔法追击也会提高审判层数、对于多段式伤害的技能（诸如法术/飞箭、分身射手、猛力追击等），审判层数仅计算一次。
,,,,,,,,mark,"審判層數, 多段式傷害",,,,,,,,,,"审判层数, 多段式伤害"
,,,,,,,,skill,"法術/飛箭, 分身射手, 猛力追擊",,,,,,,,,,"法术/飞箭, 分身射手, 猛力追击"
,,,,,,-,list,text,一旦與目標距離超過16m，審判狀態會停止疊層，就算再次進入範圍也無法重啟；若受到#[沉默]狀態，會使審判提早結束，不產生效果。,,,,,,,,,,一旦与目标距离超过16m，审判状态会停止叠层，就算再次进入范围也无法重启；若受到#[沉默]状态，会使审判提早结束，不产生效果。
,,,,,,,,mark,審判,,,,,,,,,,审判
,,,,,,-,tips,text,受到帶有沉默狀態的攻擊時，即使用異常抗性避免了沉默效果，審判仍然會中斷。,,,,,,,,,,受到带有沉默状态的攻击时，即使用异常抗性避免了沉默效果，审判仍然会中断。
,,,,,,,,mark,審判,,,,,,,,,,审判
,,,,,,-,list,text,神罰領域會被審判狀態給取消，這意味著最好在神罰領域消失後才能再次施放此技能。,,,,,,,,,,神罚领域会被审判状态给取消，这意味着最好在神罚领域消失后才能再次施放此技能。
